errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0017555189661338968,0.005852749622593026,0.0,20,-0.02362192608506583,1.011256610178179,0.0,-0.05480107309950992,1.0533496723600848,0.0,0.01781969357292728,0.9756905282911722,0.0
