errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0012586569045534627,0.01167133030531487,0.0,131,-0.002750268388478595,0.9362045385392662,0.0,-0.021394149081244304,0.9952149785426577,0.0,-0.0257169074042103,1.0009275145717185,0.0
