errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.00034997578124436617,0.014962233985822799,0.0,159,-0.005204632153504071,0.9976092372864834,0.0,-0.018785848581641923,0.9991451953474173,0.0,-0.029659710417167764,0.9992537799855988,0.0
