errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0003000848261086064,0.014445239678514965,0.0,2082,-0.022858020986336866,0.9940886993681936,0.0,-0.019640911913152037,0.9976423537164705,0.0,-0.02610306093913809,0.9982920779845951,0.0
