HEADER_TIME_STAMP,ENMO
2017-03-16 12:05:00.000,0.001
2017-03-16 12:05:05.000,0.001
2017-03-16 12:05:10.000,0.001
2017-03-16 12:05:15.000,0.001
2017-03-16 12:05:20.000,0.001
2017-03-16 12:05:25.000,0.001
2017-03-16 12:05:30.000,0.001
2017-03-16 12:05:35.000,0.001
2017-03-16 12:05:40.000,0.001
2017-03-16 12:05:45.000,0.001
2017-03-16 12:05:50.000,0.001
2017-03-16 12:05:55.000,0.001
2017-03-16 12:06:00.000,0.002
2017-03-16 12:06:05.000,0.001
2017-03-16 12:06:10.000,0.001
2017-03-16 12:06:15.000,0.001
2017-03-16 12:06:20.000,0.001
2017-03-16 12:06:25.000,0.001
2017-03-16 12:06:30.000,0.001
2017-03-16 12:06:35.000,0.001
2017-03-16 12:06:40.000,0.001
2017-03-16 12:06:45.000,0.001
2017-03-16 12:06:50.000,0.001
2017-03-16 12:06:55.000,0.001
2017-03-16 12:07:00.000,0.039
2017-03-16 12:07:05.000,0.132
2017-03-16 12:07:10.000,0.032
2017-03-16 12:07:15.000,0.087
2017-03-16 12:07:20.000,0.063
2017-03-16 12:07:25.000,0.067
2017-03-16 12:07:30.000,0.139
2017-03-16 12:07:35.000,0.105
2017-03-16 12:07:40.000,0.029
2017-03-16 12:07:45.000,0.046
2017-03-16 12:07:50.000,0.006
2017-03-16 12:07:55.000,0.026
2017-03-16 12:08:00.000,0.002
2017-03-16 12:08:05.000,0.001
2017-03-16 12:08:10.000,0.001
2017-03-16 12:08:15.000,0.001
2017-03-16 12:08:20.000,0.065
2017-03-16 12:08:25.000,0.034
2017-03-16 12:08:30.000,0.039
2017-03-16 12:08:35.000,0.008
2017-03-16 12:08:40.000,0.001
2017-03-16 12:08:45.000,0.001
2017-03-16 12:08:50.000,0.008
2017-03-16 12:08:55.000,0.004
2017-03-16 12:09:00.000,0.001
2017-03-16 12:09:05.000,0.002
2017-03-16 12:09:10.000,0.002
2017-03-16 12:09:15.000,0.016
2017-03-16 12:09:20.000,0.053
2017-03-16 12:09:25.000,0.029
2017-03-16 12:09:30.000,0.033
2017-03-16 12:09:35.000,0.102
2017-03-16 12:09:40.000,0.030
2017-03-16 12:09:45.000,0.039
2017-03-16 12:09:50.000,0.091
2017-03-16 12:09:55.000,0.040
2017-03-16 12:10:00.000,0.002
2017-03-16 12:10:05.000,0.002
2017-03-16 12:10:10.000,0.002
2017-03-16 12:10:15.000,0.002
2017-03-16 12:10:20.000,0.001
2017-03-16 12:10:25.000,0.001
2017-03-16 12:10:30.000,0.002
2017-03-16 12:10:35.000,0.002
2017-03-16 12:10:40.000,0.002
2017-03-16 12:10:45.000,0.002
2017-03-16 12:10:50.000,0.002
2017-03-16 12:10:55.000,0.002
2017-03-16 12:11:00.000,0.002
2017-03-16 12:11:05.000,0.002
2017-03-16 12:11:10.000,0.002
2017-03-16 12:11:15.000,0.002
2017-03-16 12:11:20.000,0.002
2017-03-16 12:11:25.000,0.002
2017-03-16 12:11:30.000,0.002
2017-03-16 12:11:35.000,0.002
2017-03-16 12:11:40.000,0.002
2017-03-16 12:11:45.000,0.002
2017-03-16 12:11:50.000,0.002
2017-03-16 12:11:55.000,0.002
2017-03-16 12:12:00.000,0.002
2017-03-16 12:12:05.000,0.002
2017-03-16 12:12:10.000,0.002
2017-03-16 12:12:15.000,0.002
2017-03-16 12:12:20.000,0.002
2017-03-16 12:12:25.000,0.002
2017-03-16 12:12:30.000,0.002
2017-03-16 12:12:35.000,0.002
2017-03-16 12:12:40.000,0.002
2017-03-16 12:12:45.000,0.002
2017-03-16 12:12:50.000,0.002
2017-03-16 12:12:55.000,0.002
2017-03-16 12:13:00.000,0.002
2017-03-16 12:13:05.000,0.002
2017-03-16 12:13:10.000,0.002
2017-03-16 12:13:15.000,0.002
2017-03-16 12:13:20.000,0.002
2017-03-16 12:13:25.000,0.002
2017-03-16 12:13:30.000,0.002
2017-03-16 12:13:35.000,0.002
2017-03-16 12:13:40.000,0.002
2017-03-16 12:13:45.000,0.002
2017-03-16 12:13:50.000,0.002
2017-03-16 12:13:55.000,0.002
2017-03-16 12:14:00.000,0.002
2017-03-16 12:14:05.000,0.002
2017-03-16 12:14:10.000,0.002
2017-03-16 12:14:15.000,0.002
2017-03-16 12:14:20.000,0.002
2017-03-16 12:14:25.000,0.002
2017-03-16 12:14:30.000,0.002
2017-03-16 12:14:35.000,0.002
2017-03-16 12:14:40.000,0.002
2017-03-16 12:14:45.000,0.002
2017-03-16 12:14:50.000,0.002
2017-03-16 12:14:55.000,0.002
2017-03-16 12:15:00.000,0.002
2017-03-16 12:15:05.000,0.002
2017-03-16 12:15:10.000,0.002
2017-03-16 12:15:15.000,0.002
2017-03-16 12:15:20.000,0.002
2017-03-16 12:15:25.000,0.002
2017-03-16 12:15:30.000,0.002
2017-03-16 12:15:35.000,0.002
2017-03-16 12:15:40.000,0.002
2017-03-16 12:15:45.000,0.002
2017-03-16 12:15:50.000,0.002
2017-03-16 12:15:55.000,0.002
2017-03-16 12:16:00.000,0.193
2017-03-16 12:16:05.000,0.023
2017-03-16 12:16:10.000,0.008
2017-03-16 12:16:15.000,0.023
2017-03-16 12:16:20.000,0.074
2017-03-16 12:16:25.000,0.057
2017-03-16 12:16:30.000,0.056
2017-03-16 12:16:35.000,0.053
2017-03-16 12:16:40.000,0.057
2017-03-16 12:16:45.000,0.042
2017-03-16 12:16:50.000,0.047
2017-03-16 12:16:55.000,0.112
2017-03-16 12:17:00.000,0.106
2017-03-16 12:17:05.000,0.099
2017-03-16 12:17:10.000,0.019
2017-03-16 12:17:15.000,0.057
2017-03-16 12:17:20.000,0.060
2017-03-16 12:17:25.000,0.100
2017-03-16 12:17:30.000,0.077
2017-03-16 12:17:35.000,0.041
2017-03-16 12:17:40.000,0.038
2017-03-16 12:17:45.000,0.003
2017-03-16 12:17:50.000,0.003
2017-03-16 12:17:55.000,0.003
2017-03-16 12:18:00.000,0.003
2017-03-16 12:18:05.000,0.006
2017-03-16 12:18:10.000,0.002
2017-03-16 12:18:15.000,0.002
2017-03-16 12:18:20.000,0.002
2017-03-16 12:18:25.000,0.002
2017-03-16 12:18:30.000,0.023
2017-03-16 12:18:35.000,0.003
2017-03-16 12:18:40.000,0.003
2017-03-16 12:18:45.000,0.003
2017-03-16 12:18:50.000,0.003
2017-03-16 12:18:55.000,0.003
2017-03-16 12:19:00.000,0.002
2017-03-16 12:19:05.000,0.002
2017-03-16 12:19:10.000,0.007
2017-03-16 12:19:15.000,0.004
2017-03-16 12:19:20.000,0.059
2017-03-16 12:19:25.000,0.035
2017-03-16 12:19:30.000,0.018
2017-03-16 12:19:35.000,0.096
2017-03-16 12:19:40.000,0.079
2017-03-16 12:19:45.000,0.069
2017-03-16 12:19:50.000,0.067
2017-03-16 12:19:55.000,0.002
2017-03-16 12:20:00.000,0.030
2017-03-16 12:20:05.000,0.012
2017-03-16 12:20:10.000,0.010
2017-03-16 12:20:15.000,0.023
2017-03-16 12:20:20.000,0.008
2017-03-16 12:20:25.000,0.003
2017-03-16 12:20:30.000,0.003
2017-03-16 12:20:35.000,0.003
2017-03-16 12:20:40.000,0.014
2017-03-16 12:20:45.000,0.004
2017-03-16 12:20:50.000,0.035
2017-03-16 12:20:55.000,0.017
2017-03-16 12:21:00.000,0.007
2017-03-16 12:21:05.000,0.002
2017-03-16 12:21:10.000,0.006
2017-03-16 12:21:15.000,0.005
2017-03-16 12:21:20.000,0.002
2017-03-16 12:21:25.000,0.002
2017-03-16 12:21:30.000,0.038
2017-03-16 12:21:35.000,0.026
2017-03-16 12:21:40.000,0.057
2017-03-16 12:21:45.000,0.044
2017-03-16 12:21:50.000,0.006
2017-03-16 12:21:55.000,0.004
2017-03-16 12:22:00.000,0.005
2017-03-16 12:22:05.000,0.040
2017-03-16 12:22:10.000,0.025
2017-03-16 12:22:15.000,0.082
2017-03-16 12:22:20.000,0.039
2017-03-16 12:22:25.000,0.059
2017-03-16 12:22:30.000,0.004
2017-03-16 12:22:35.000,0.006
2017-03-16 12:22:40.000,0.003
2017-03-16 12:22:45.000,0.010
2017-03-16 12:22:50.000,0.004
2017-03-16 12:22:55.000,0.003
2017-03-16 12:23:00.000,0.008
2017-03-16 12:23:05.000,0.004
2017-03-16 12:23:10.000,0.003
2017-03-16 12:23:15.000,0.003
2017-03-16 12:23:20.000,0.003
2017-03-16 12:23:25.000,0.006
2017-03-16 12:23:30.000,0.003
2017-03-16 12:23:35.000,0.003
2017-03-16 12:23:40.000,0.003
2017-03-16 12:23:45.000,0.004
2017-03-16 12:23:50.000,0.003
2017-03-16 12:23:55.000,0.005
2017-03-16 12:24:00.000,0.004
2017-03-16 12:24:05.000,0.014
2017-03-16 12:24:10.000,0.073
2017-03-16 12:24:15.000,0.071
2017-03-16 12:24:20.000,0.073
2017-03-16 12:24:25.000,0.079
2017-03-16 12:24:30.000,0.070
2017-03-16 12:24:35.000,0.072
2017-03-16 12:24:40.000,0.078
2017-03-16 12:24:45.000,0.070
2017-03-16 12:24:50.000,0.075
2017-03-16 12:24:55.000,0.078
2017-03-16 12:25:00.000,0.076
2017-03-16 12:25:05.000,0.083
2017-03-16 12:25:10.000,0.034
2017-03-16 12:25:15.000,0.002
2017-03-16 12:25:20.000,0.003
2017-03-16 12:25:25.000,0.005
2017-03-16 12:25:30.000,0.003
2017-03-16 12:25:35.000,0.003
2017-03-16 12:25:40.000,0.036
2017-03-16 12:25:45.000,0.174
2017-03-16 12:25:50.000,0.177
2017-03-16 12:25:55.000,0.174
2017-03-16 12:26:00.000,0.171
2017-03-16 12:26:05.000,0.163
2017-03-16 12:26:10.000,0.171
2017-03-16 12:26:15.000,0.170
2017-03-16 12:26:20.000,0.177
2017-03-16 12:26:25.000,0.174
2017-03-16 12:26:30.000,0.166
2017-03-16 12:26:35.000,0.188
2017-03-16 12:26:40.000,0.181
2017-03-16 12:26:45.000,0.019
2017-03-16 12:26:50.000,0.004
2017-03-16 12:26:55.000,0.003
2017-03-16 12:27:00.000,0.004
2017-03-16 12:27:05.000,0.003
2017-03-16 12:27:10.000,0.003
2017-03-16 12:27:15.000,0.003
2017-03-16 12:27:20.000,0.002
2017-03-16 12:27:25.000,0.003
2017-03-16 12:27:30.000,0.003
2017-03-16 12:27:35.000,0.004
2017-03-16 12:27:40.000,0.232
2017-03-16 12:27:45.000,0.292
2017-03-16 12:27:50.000,0.290
2017-03-16 12:27:55.000,0.283
2017-03-16 12:28:00.000,0.270
2017-03-16 12:28:05.000,0.282
2017-03-16 12:28:10.000,0.292
2017-03-16 12:28:15.000,0.282
2017-03-16 12:28:20.000,0.289
2017-03-16 12:28:25.000,0.299
2017-03-16 12:28:30.000,0.299
2017-03-16 12:28:35.000,0.294
2017-03-16 12:28:40.000,0.075
2017-03-16 12:28:45.000,0.004
2017-03-16 12:28:50.000,0.005
2017-03-16 12:28:55.000,0.004
2017-03-16 12:29:00.000,0.004
2017-03-16 12:29:05.000,0.003
2017-03-16 12:29:10.000,0.002
2017-03-16 12:29:15.000,0.002
2017-03-16 12:29:20.000,0.003
2017-03-16 12:29:25.000,0.003
2017-03-16 12:29:30.000,0.295
2017-03-16 12:29:35.000,0.537
2017-03-16 12:29:40.000,0.496
2017-03-16 12:29:45.000,0.483
2017-03-16 12:29:50.000,0.475
2017-03-16 12:29:55.000,0.487
2017-03-16 12:30:00.000,0.525
2017-03-16 12:30:05.000,0.504
2017-03-16 12:30:10.000,0.523
2017-03-16 12:30:15.000,0.526
2017-03-16 12:30:20.000,0.519
2017-03-16 12:30:25.000,0.539
2017-03-16 12:30:30.000,0.516
2017-03-16 12:30:35.000,0.082
2017-03-16 12:30:40.000,0.006
2017-03-16 12:30:45.000,0.003
2017-03-16 12:30:50.000,0.007
2017-03-16 12:30:55.000,0.014
2017-03-16 12:31:00.000,0.004
2017-03-16 12:31:05.000,0.002
2017-03-16 12:31:10.000,0.004
2017-03-16 12:31:15.000,0.004
2017-03-16 12:31:20.000,0.003
2017-03-16 12:31:25.000,0.008
2017-03-16 12:31:30.000,0.234
2017-03-16 12:31:35.000,0.614
2017-03-16 12:31:40.000,0.586
2017-03-16 12:31:45.000,0.560
2017-03-16 12:31:50.000,0.572
2017-03-16 12:31:55.000,0.568
2017-03-16 12:32:00.000,0.585
2017-03-16 12:32:05.000,0.590
2017-03-16 12:32:10.000,0.572
2017-03-16 12:32:15.000,0.596
2017-03-16 12:32:20.000,0.604
2017-03-16 12:32:25.000,0.603
2017-03-16 12:32:30.000,0.577
2017-03-16 12:32:35.000,0.011
2017-03-16 12:32:40.000,0.003
2017-03-16 12:32:45.000,0.004
2017-03-16 12:32:50.000,0.010
2017-03-16 12:32:55.000,0.008
2017-03-16 12:33:00.000,0.006
2017-03-16 12:33:05.000,0.006
2017-03-16 12:33:10.000,0.031
2017-03-16 12:33:15.000,0.005
2017-03-16 12:33:20.000,0.007
2017-03-16 12:33:25.000,0.529
2017-03-16 12:33:30.000,0.654
2017-03-16 12:33:35.000,0.661
2017-03-16 12:33:40.000,0.690
2017-03-16 12:33:45.000,0.656
2017-03-16 12:33:50.000,0.630
2017-03-16 12:33:55.000,0.673
2017-03-16 12:34:00.000,0.684
2017-03-16 12:34:05.000,0.673
2017-03-16 12:34:10.000,0.674
2017-03-16 12:34:15.000,0.679
2017-03-16 12:34:20.000,0.682
2017-03-16 12:34:25.000,0.340
2017-03-16 12:34:30.000,0.007
2017-03-16 12:34:35.000,0.003
2017-03-16 12:34:40.000,0.014
2017-03-16 12:34:45.000,0.004
2017-03-16 12:34:50.000,0.010
2017-03-16 12:34:55.000,0.005
2017-03-16 12:35:00.000,0.007
2017-03-16 12:35:05.000,0.007
2017-03-16 12:35:10.000,0.533
2017-03-16 12:35:15.000,0.694
2017-03-16 12:35:20.000,0.699
2017-03-16 12:35:25.000,0.719
2017-03-16 12:35:30.000,0.702
2017-03-16 12:35:35.000,0.728
2017-03-16 12:35:40.000,0.715
2017-03-16 12:35:45.000,0.688
2017-03-16 12:35:50.000,0.709
2017-03-16 12:35:55.000,0.661
2017-03-16 12:36:00.000,0.691
2017-03-16 12:36:05.000,0.654
2017-03-16 12:36:10.000,0.345
2017-03-16 12:36:15.000,0.015
2017-03-16 12:36:20.000,0.004
2017-03-16 12:36:25.000,0.011
2017-03-16 12:36:30.000,0.006
2017-03-16 12:36:35.000,0.008
2017-03-16 12:36:40.000,0.015
2017-03-16 12:36:45.000,0.638
2017-03-16 12:36:50.000,0.756
2017-03-16 12:36:55.000,0.751
2017-03-16 12:37:00.000,0.798
2017-03-16 12:37:05.000,0.766
2017-03-16 12:37:10.000,0.780
2017-03-16 12:37:15.000,0.778
2017-03-16 12:37:20.000,0.778
2017-03-16 12:37:25.000,0.759
2017-03-16 12:37:30.000,0.777
2017-03-16 12:37:35.000,0.785
2017-03-16 12:37:40.000,0.762
2017-03-16 12:37:45.000,0.026
2017-03-16 12:37:50.000,0.013
2017-03-16 12:37:55.000,0.005
2017-03-16 12:38:00.000,0.007
2017-03-16 12:38:05.000,0.007
2017-03-16 12:38:10.000,0.007
2017-03-16 12:38:15.000,0.005
2017-03-16 12:38:20.000,0.005
2017-03-16 12:38:25.000,0.007
2017-03-16 12:38:30.000,0.005
2017-03-16 12:38:35.000,0.006
2017-03-16 12:38:40.000,0.355
2017-03-16 12:38:45.000,0.819
2017-03-16 12:38:50.000,0.768
2017-03-16 12:38:55.000,0.861
2017-03-16 12:39:00.000,0.867
2017-03-16 12:39:05.000,0.843
2017-03-16 12:39:10.000,0.828
2017-03-16 12:39:15.000,0.862
2017-03-16 12:39:20.000,0.845
2017-03-16 12:39:25.000,0.900
2017-03-16 12:39:30.000,0.878
2017-03-16 12:39:35.000,0.971
2017-03-16 12:39:40.000,0.668
2017-03-16 12:39:45.000,0.008
2017-03-16 12:39:50.000,0.006
2017-03-16 12:39:55.000,0.005
2017-03-16 12:40:00.000,0.016
2017-03-16 12:40:05.000,0.014
2017-03-16 12:40:10.000,0.013
2017-03-16 12:40:15.000,0.010
2017-03-16 12:40:20.000,0.004
2017-03-16 12:40:25.000,0.004
2017-03-16 12:40:30.000,0.012
2017-03-16 12:40:35.000,0.010
2017-03-16 12:40:40.000,0.004
2017-03-16 12:40:45.000,0.004
2017-03-16 12:40:50.000,0.740
2017-03-16 12:40:55.000,0.954
2017-03-16 12:41:00.000,0.926
2017-03-16 12:41:05.000,0.907
2017-03-16 12:41:10.000,0.985
2017-03-16 12:41:15.000,0.961
2017-03-16 12:41:20.000,0.951
2017-03-16 12:41:25.000,1.017
2017-03-16 12:41:30.000,0.990
2017-03-16 12:41:35.000,1.017
2017-03-16 12:41:40.000,1.043
2017-03-16 12:41:45.000,1.033
2017-03-16 12:41:50.000,0.561
2017-03-16 12:41:55.000,0.007
2017-03-16 12:42:00.000,0.006
2017-03-16 12:42:05.000,0.007
2017-03-16 12:42:10.000,0.006
2017-03-16 12:42:15.000,0.015
2017-03-16 12:42:20.000,0.007
2017-03-16 12:42:25.000,0.027
2017-03-16 12:42:30.000,0.074
2017-03-16 12:42:35.000,0.012
2017-03-16 12:42:40.000,0.002
2017-03-16 12:42:45.000,0.001
2017-03-16 12:42:50.000,0.001
2017-03-16 12:42:55.000,0.001
2017-03-16 12:43:00.000,0.002
2017-03-16 12:43:05.000,0.002
2017-03-16 12:43:10.000,0.002
2017-03-16 12:43:15.000,0.004
2017-03-16 12:43:20.000,0.002
2017-03-16 12:43:25.000,0.018
2017-03-16 12:43:30.000,0.003
2017-03-16 12:43:35.000,0.001
2017-03-16 12:43:40.000,0.001
2017-03-16 12:43:45.000,0.001
2017-03-16 12:43:50.000,0.002
2017-03-16 12:43:55.000,0.001
2017-03-16 12:44:00.000,0.001
2017-03-16 12:44:05.000,0.001
2017-03-16 12:44:10.000,0.001
2017-03-16 12:44:15.000,0.001
2017-03-16 12:44:20.000,0.002
2017-03-16 12:44:25.000,0.001
2017-03-16 12:44:30.000,0.001
2017-03-16 12:44:35.000,0.001
2017-03-16 12:44:40.000,0.002
2017-03-16 12:44:45.000,0.017
2017-03-16 12:44:50.000,0.007
2017-03-16 12:44:55.000,0.001
2017-03-16 12:45:00.000,0.001
2017-03-16 12:45:05.000,0.001
2017-03-16 12:45:10.000,0.001
2017-03-16 12:45:15.000,0.001
2017-03-16 12:45:20.000,0.001
2017-03-16 12:45:25.000,0.002
2017-03-16 12:45:30.000,0.002
2017-03-16 12:45:35.000,0.005
2017-03-16 12:45:40.000,0.004
2017-03-16 12:45:45.000,0.029
2017-03-16 12:45:50.000,0.076
2017-03-16 12:45:55.000,0.036
2017-03-16 12:46:00.000,0.001
2017-03-16 12:46:05.000,0.002
2017-03-16 12:46:10.000,0.001
2017-03-16 12:46:15.000,0.001
2017-03-16 12:46:20.000,0.001
2017-03-16 12:46:25.000,0.120
2017-03-16 12:46:30.000,0.119
2017-03-16 12:46:35.000,0.140
2017-03-16 12:46:40.000,0.095
2017-03-16 12:46:45.000,0.059
2017-03-16 12:46:50.000,0.117
2017-03-16 12:46:55.000,0.102
2017-03-16 12:47:00.000,0.189
2017-03-16 12:47:05.000,0.049
2017-03-16 12:47:10.000,0.061
2017-03-16 12:47:15.000,0.016
2017-03-16 12:47:20.000,0.009
2017-03-16 12:47:25.000,0.026
2017-03-16 12:47:30.000,0.048
2017-03-16 12:47:35.000,0.091
2017-03-16 12:47:40.000,0.104
2017-03-16 12:47:45.000,0.041
2017-03-16 12:47:50.000,0.012
