errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.00035002244198519054,0.014962210013486747,0.0,159,-0.0051997656722971835,0.9976189822437009,0.0,-0.01878603710671044,0.9991435247579107,0.0,-0.02966057816132183,0.999255127978343,0.0
