errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0032680978322359275,0.018347941034221694,0.0,61,0.03032288601522349,0.9633965734780958,0.0,-0.03986386156372102,0.9549387084673141,0.0,0.03148559691728342,1.0072531723333573,0.0
