errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0008373509513947893,0.005166359306310145,0.0,2071,0.019264069289040713,1.0414708939316188,0.0,-0.0002027294348742615,0.9914737033231118,0.0,0.013726978793653515,0.9992749085572639,0.0
