errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.00044711400078783646,0.01513558029287897,0.0,2073,-0.013573899620840041,0.9912577183359236,0.0,-0.01663322734642804,1.0019078612857992,0.0,-0.02991064584011066,0.9988097204047913,0.0
