errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0008374239269739336,0.005166598034509581,0.0,2071,0.019239688224669284,1.0414806369041196,0.0,-0.0002002284316883983,0.9914763037764224,0.0,0.013726310588823466,0.9992749161106582,0.0
