errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0006116506699587941,0.010831709845932798,0.0,2064,0.016614087076199845,0.9753455062747257,0.0,-0.032183274103851044,0.9530503734595028,0.0,0.03126840081032549,0.9949755580939611,0.0
