errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.000516283103223652,0.01829360856737546,0.0,24,0.026870128627459335,0.9395360933618213,0.0,-0.024804916528007384,0.9516344196789578,0.0,0.05371338239463387,0.9836666346577632,0.0
